id,actual,rf,rf-bal,lr,lr-bal
359,False,0.79,0.71,0.41394640702904195,0.2028862581094789
360,False,0.41,0.38,0.09444599840451023,0.03490867549794318
361,False,0.19,0.23,0.5773254056528895,0.38773096405451474
362,False,0.17,0.18,0.07843884942989293,0.055266617366028954
363,False,0.47,0.48,0.45242975155289217,0.2342628335490978
364,False,0.19,0.16,0.7273439068318236,0.4785721841807755
365,False,0.32,0.27,0.062220789209489265,0.022702031754071247
366,False,0.13,0.15,0.20727732141744054,0.1590489873282648
367,False,0.17,0.2,0.14421801613478522,0.08585373563649046
368,False,0.14,0.11,0.18260964221731574,0.09493303527107745
369,False,0.32,0.36,0.15148875967050443,0.08809352727934687
370,False,0.43,0.38,0.6194259852704578,0.4224360946340261
371,False,0.23,0.17,0.35894568604510974,0.2149524669838229
372,False,0.27,0.24,0.41176766591460273,0.13618085164962038
373,False,0.1,0.11,0.1553037877043233,0.06593274660559993
374,False,0.28,0.16,0.3216043273791185,0.21906096775281275
375,False,0.57,0.45,0.4427974600334911,0.27561718903700844
376,False,0.34,0.28,0.14622541997658384,0.04722873518123725
377,False,0.11,0.18,0.05259631774518593,0.015380365361891538
378,False,0.24,0.17,0.5851187482547124,0.42892021221302207
379,False,0.27,0.33,0.7128817871942106,0.4415993722243661
380,False,0.31,0.28,0.686681057498909,0.459655227129974
381,False,0.34,0.27,0.41268304578831044,0.22668479642511188
382,False,0.19,0.17,0.41683890796367823,0.31002829580742364
383,False,0.5,0.43,0.45942564232996197,0.2280750305615086
384,False,0.29,0.17,0.2250221056771951,0.15037520058467718
385,False,0.14,0.16,0.09063633345847806,0.049510230845339294
386,False,0.21,0.2,0.38102416291718827,0.18130009861972463
387,False,0.66,0.54,0.7812620249902605,0.5778876590673336
388,False,0.64,0.6,0.8197885701528895,0.5482999815651931
389,False,0.15,0.18,0.3766757550412035,0.1968245043255529
390,False,0.18,0.14,0.4894842713077351,0.2988594576057999
391,False,0.63,0.73,0.4830539206904582,0.30682095023468353
392,False,0.19,0.22,0.6612783616467708,0.325088652364547
393,False,0.55,0.55,0.4311607071749598,0.289705735773122
394,False,0.16,0.15,0.5142155132484962,0.26828128796338285
395,False,0.67,0.65,0.37151568170426824,0.16308950916089165
396,False,0.75,0.77,0.6729221549356557,0.4825473589910538
397,False,0.55,0.58,0.10770322149854654,0.04014074989763891
398,False,0.14,0.12,0.019913279808595592,0.009322415415909419
399,False,0.52,0.53,0.3910363508284014,0.23744674167033744
400,False,0.59,0.6,0.46883816776637155,0.2373495884181478
401,False,0.12,0.13,0.311940658266811,0.1852832630515789
402,False,0.55,0.62,0.5816101272096715,0.4346605794854144
403,False,0.25,0.21,0.33521455615741236,0.172918703359129
404,False,0.24,0.21,0.2441948319248326,0.0898372398924461
405,False,0.18,0.12,0.003186128851225145,0.0018463838120217479
406,False,0.48,0.56,0.1997443826714684,0.0881355030114636
407,False,0.21,0.21,0.31333727742562634,0.15482372872383637
408,False,0.42,0.45,0.024535269785794917,0.01648305345867176
409,False,0.4,0.44,0.49491692392160563,0.2932041654829528
410,False,0.14,0.21,0.020509459966995425,0.006394719004369968
411,False,0.21,0.21,0.0302108971410747,0.012762260546918524
412,False,0.49,0.59,0.20084800064925537,0.17155862168451355
413,False,0.18,0.17,0.15825528234417607,0.08802181072635994
414,False,0.18,0.15,0.03684900560463506,0.03642650505039199
415,False,0.27,0.22,0.01585093622981686,0.006120537716381053
416,False,0.59,0.51,0.010579655001851653,0.005829966638363564
417,False,0.6,0.58,0.15290470308814005,0.07397462884366059
418,False,0.54,0.57,0.01322849793580713,0.006648115497067044
419,False,0.27,0.13,0.26357166451905,0.182701423722052
420,False,0.2,0.22,0.28519333363434546,0.206377327293816
421,False,0.22,0.22,0.009544657796544223,0.007453022624109853
422,False,0.71,0.73,0.9378689196645086,0.9084841136211604
423,False,0.11,0.07,0.26858682969585107,0.16091531840729886
424,False,0.12,0.22,0.11358814601155631,0.08659950696168886
425,False,0.08,0.1,0.03211386784550747,0.02114907750928607
426,False,0.09,0.11,0.03399497419136703,0.023124799050426387
427,False,0.52,0.56,0.05398262482020592,0.02317812107728229
428,False,0.06,0.08,0.029459849870916932,0.021615495162011347
429,False,0.56,0.71,0.20343344842644714,0.11480571064266704
430,False,0.25,0.22,0.18220845317676582,0.13238190661968027
431,False,0.22,0.22,0.4110504108266261,0.2953796598805658
432,False,0.57,0.58,0.08781394988953811,0.0683620571372996
433,False,0.63,0.6,0.28684279002191126,0.07468446975801152
434,False,0.78,0.68,0.8177698415222471,0.6195568931972351
435,False,0.14,0.18,0.0622783133514758,0.042557150432010304
436,False,0.76,0.64,0.53633174961232,0.2646661423364059
437,False,0.17,0.19,0.08456562822927621,0.04324880553516278
438,False,0.66,0.76,0.36075561269883605,0.17339078305185682
439,False,0.71,0.7,0.662922662707465,0.5522432611756526
440,False,0.26,0.25,0.12522540797616807,0.06826834129417862
441,False,0.55,0.6,0.19045783882030076,0.09719401440367689
442,False,0.21,0.27,0.4159138369536935,0.3094529019970228
443,False,0.61,0.59,0.5109375159723138,0.26314467977783434
444,False,0.41,0.3,0.3123687672697151,0.13794637199641652
445,False,0.65,0.65,0.1396898016413772,0.049519987234148875
446,False,0.53,0.55,0.5578078938547951,0.401438551252414
447,False,0.61,0.57,0.04340575817067573,0.012069826941791078
448,False,0.52,0.57,0.42255818971333964,0.25650931778557906
449,False,0.24,0.27,0.5899750511063232,0.47927166239906077
450,False,0.06,0.13,0.08484538767215322,0.033248069033776896
451,False,0.15,0.15,0.3243263208052307,0.199665058696147
452,True,0.91,0.92,0.9439301937849386,0.9179813312931541
453,True,0.94,0.92,0.8842852514094073,0.7703483230980732
454,True,0.76,0.81,0.7759169176208917,0.6630395317853253
455,True,0.9,0.92,0.6386413477516089,0.4658158928536719
456,True,0.95,0.94,0.973103326740671,0.9333136597886247
457,True,0.98,0.97,0.9908871947182999,0.983619606810661
458,True,0.88,0.88,0.972132865656039,0.9519552003029961
459,True,0.95,0.97,0.9919322647341757,0.9821351936303058
460,True,0.87,0.92,0.7933185883783993,0.5970431318421604
461,True,0.93,0.96,0.9832520444582553,0.9583521570444232
462,True,0.95,0.91,0.9874597453997206,0.9775776866183363
463,True,0.86,0.82,0.9831309436522737,0.9473097905239511
464,True,0.82,0.9,0.9077991207374585,0.8348593892631653
465,True,0.85,0.83,0.9640552910910991,0.9129662872319699
