id,actual,rf,rf-bal,lr,lr-bal
466,True,0.79,0.83,0.8940886694575905,0.8117507777219273
467,True,0.89,0.94,0.9920610058365763,0.9857144988375779
468,True,0.69,0.75,0.22830116216906235,0.1085974628609519
469,False,0.78,0.62,0.6756305267614889,0.3481602766120756
470,True,0.94,0.94,0.8077852077727342,0.6209411407078117
471,True,0.94,0.94,0.8077852077727342,0.6209411407078117
472,False,0.73,0.72,0.6963098755741866,0.5352580789902353
473,True,0.76,0.75,0.8908258356521732,0.6977161872904334
474,True,0.88,0.9,0.8171705544593866,0.726384468125611
475,True,0.92,0.94,0.9068748994260527,0.8589428891390254
476,True,0.89,0.86,0.9948613971594653,0.9905440434431151
477,True,0.59,0.64,0.3232577810929356,0.12439730917576812
478,True,0.99,0.99,0.8804281488598097,0.8360778953516506
479,True,0.99,0.99,0.8804281488598097,0.8360778953516506
480,True,0.99,0.93,0.9535465443155346,0.9440920570697029
481,True,0.99,0.93,0.9535465443155346,0.9440920570697029
482,True,0.88,0.95,0.9534007466400872,0.9011002629850391
483,True,0.99,0.98,0.8990107988467398,0.8397908026138483
484,True,0.82,0.88,0.9825111991307158,0.9692932458318528
485,True,0.85,0.91,0.9764976817399835,0.9633369664575329
486,True,0.88,0.94,0.7991811663620005,0.4902109034576824
487,True,0.94,0.97,0.9960913474714,0.9890783271774057
488,True,0.85,0.95,0.997561840365931,0.9975784944959422
489,True,0.97,0.99,0.9307040403313828,0.8706381860915223
490,True,0.73,0.75,0.9827355683422758,0.9760059200025208
491,True,0.92,0.95,0.9699946149647701,0.9465722477842299
492,True,0.62,0.69,0.8764999402233167,0.7290518963108559
493,True,0.79,0.78,0.9732221752362361,0.9194287488481365
494,True,0.97,0.95,0.8885632800956593,0.7814117776991811
495,True,0.98,0.97,0.9011540547056064,0.8305476356940945
496,True,0.94,0.96,0.9204930302467523,0.8372891487713637
497,True,0.86,0.87,0.9794607945528995,0.9767548785363652
498,True,0.9,0.88,0.9520278392651182,0.8973017919099513
499,True,0.93,0.92,0.8400300295733647,0.7777207237193146
500,True,0.76,0.86,0.9524076794932813,0.8907382774646898
501,True,0.94,0.91,0.9795219672822899,0.968378826303956
502,True,0.86,0.84,0.9516929742078908,0.8723783825618832
503,True,0.98,0.92,0.9704640699295671,0.9449359464027618
504,True,0.8,0.92,0.8855270920810909,0.8849937788286
505,True,0.86,0.86,0.9490722551390931,0.9008047685103111
506,False,0.23,0.32,0.7570869554820271,0.38873724926675135
507,True,0.9,0.94,0.8960704859086508,0.7755281192178635
508,True,0.72,0.84,0.9360699291987901,0.8976574488979151
509,True,0.93,0.95,0.7320830895553367,0.5203423663521929
510,True,0.89,0.94,0.8897992291311733,0.7655302946014036
511,True,0.95,0.93,0.876452352449347,0.7007400852626309
512,True,0.88,0.94,0.9667816244561154,0.8973706556587855
513,True,0.71,0.78,0.7819348645404383,0.7233187159066596
514,True,0.72,0.72,0.9328202073829692,0.8601857646236828
515,True,0.9,0.89,0.8500155656019084,0.7553329337092478
516,True,0.94,0.86,0.8072865323386152,0.681319670996153
517,True,0.93,0.97,0.9855390365116558,0.9755700916498701
518,True,0.78,0.72,0.7439499715005762,0.5340790976336861
519,True,0.9,0.87,0.8842759957395301,0.7995945363923348
520,True,0.97,0.98,0.9485230312794918,0.911075266613651
521,True,0.81,0.9,0.5654320679549323,0.4046139444615714
522,True,0.84,0.72,0.9201669894139864,0.8288288492173246
523,True,0.68,0.81,0.6113914151864599,0.3754809098094996
524,True,0.59,0.65,0.6476243067984863,0.3621735348815794
525,True,0.69,0.8,0.6277346208580338,0.3946140704271057
526,True,0.86,0.89,0.8892663069626867,0.7454873524203239
527,True,0.96,0.97,0.9855139338556186,0.9765244692287504
528,True,0.67,0.76,0.9149121393602091,0.8433634320617824
529,True,0.88,0.85,0.8389257487602042,0.7516853472009538
530,True,0.97,0.96,0.9303448324039085,0.8764348912140394
531,True,0.97,0.94,0.9634264352268294,0.924729769802608
532,True,0.83,0.83,0.6484452130058651,0.41921932163604764
533,True,0.64,0.69,0.6873838307866523,0.42079132862393315
534,True,0.93,0.95,0.8601399101085809,0.7970886750645053
535,True,0.79,0.84,0.7903061730566086,0.6796650835877277
536,True,0.7,0.77,0.7195290630216264,0.4544868816627965
537,True,0.85,0.94,0.6732678421161166,0.5113010546261693
538,True,0.92,0.95,0.7629283558029862,0.5426448124911434
539,True,0.8,0.83,0.8289743683440752,0.7123761280971008
540,True,0.71,0.7,0.7700232088774644,0.6387612139521288
541,True,0.44,0.49,0.11556653586320567,0.06546386430746315
542,True,0.88,0.82,0.7543532858965277,0.585090148456807
543,True,0.71,0.75,0.5862864542294929,0.3408117522544615
544,True,0.96,0.94,0.9512807200571445,0.9396325020038634
545,False,0.7,0.75,0.42893917108248103,0.2105826005385928
546,True,0.82,0.84,0.9250264488566637,0.8637088786901582
547,True,0.94,0.95,0.9995559095705255,0.9984978149838082
548,False,0.27,0.3,0.2905679166974882,0.1119139850578076
549,True,0.88,0.93,0.45788317232453124,0.194491649662174
550,True,0.7,0.7,0.21435568353991447,0.11291169765148444
551,True,0.9,0.88,0.8437358086672294,0.6585684933949079
552,True,0.69,0.8,0.5907828811987573,0.19896826571748472
553,True,0.98,0.98,0.9410913824898294,0.8628173992940089
554,True,0.98,0.98,0.9410913824898294,0.8628173992940089
555,True,0.73,0.73,0.9181638631139339,0.8411016652262191
556,True,0.8,0.8,0.9773841641772502,0.964547413543655
557,False,0.16,0.15,0.5868879413840706,0.47709346216591964
558,True,0.88,0.84,0.7118806136186864,0.5260419264330577
559,True,0.79,0.86,0.8912822876323314,0.8061140729946276
560,True,0.95,0.97,0.8875693651725175,0.7679834056876691
561,True,0.98,1.0,0.9620696399727043,0.9318508759285699
562,True,0.98,1.0,0.9620696399727043,0.9318508759285699
563,True,0.96,0.98,0.9549501638429633,0.9037933683681748
564,True,0.87,0.92,0.8857920882204253,0.7971585454471198
565,True,0.92,0.93,0.9773211415040972,0.964890333121199
566,True,0.88,0.93,0.8474538218846935,0.7577424411421201
567,True,0.88,0.91,0.780743752702135,0.7083910654759858
568,True,0.96,0.97,0.9731785571446672,0.9701636494521917
569,False,0.32,0.27,0.8599970054738395,0.6437021553181315
570,True,0.7,0.81,0.9193385380204648,0.8975411931940374
571,True,0.86,0.91,0.8628372753118028,0.76327001397708
572,True,0.67,0.75,0.9691715115550351,0.9517759402018068
573,True,0.89,0.93,0.939716518731766,0.8512373484068895
574,True,0.87,0.87,0.922243773641131,0.8288322014349899
575,True,0.81,0.81,0.946192715144793,0.8868136405346468
576,True,0.95,0.95,0.9678023438671522,0.9360777339852523
577,False,0.25,0.27,0.8735254711867679,0.6455168976953454
578,True,0.76,0.75,0.8454850746811935,0.705317605347593
579,True,0.82,0.86,0.8191206402708174,0.6475341017484102
580,True,0.87,0.91,0.8890267765710032,0.7976415382982232
581,True,0.91,0.98,0.9387194285075982,0.8976702363010949
582,True,0.94,0.94,0.9467116556878724,0.8629025516733148
583,True,0.91,0.92,0.8651412100748722,0.8195341670838666
584,True,0.84,0.91,0.9334548260912854,0.9215826648725293
585,True,0.72,0.85,0.9807580935659039,0.9598638910293226
586,True,0.83,0.8,0.9353335125911654,0.8894296914140846
587,True,0.75,0.76,0.8122497662500101,0.6811695138066006
588,True,0.89,0.92,0.7148336576339472,0.6220240270381303
589,True,0.91,0.94,0.7793006680295964,0.5393613676585812
590,False,0.31,0.38,0.0040189138637116055,0.0016376269009723717
591,True,0.97,0.96,0.8013733474471407,0.5649004870376229
592,True,0.86,0.86,0.853148739982643,0.726439632596898
593,True,0.91,0.97,0.9945618608734729,0.9896438487235254
594,True,0.94,0.91,0.8883459879533897,0.816294210758159
595,False,0.69,0.63,0.4096534476040544,0.1509272590319772
596,True,0.9,0.88,0.9491351529864007,0.8901458750547413
597,True,0.93,0.95,0.8705018222867099,0.7003392094302435
598,True,0.73,0.82,0.7084007762237781,0.46536554264208563
599,True,0.93,0.91,0.8847098334234723,0.8352395675850657
600,False,0.24,0.28,0.5354337384138892,0.32897784815994224
601,True,0.7,0.67,0.9219647906531836,0.8603029380444049
602,False,0.62,0.62,0.5893827659272733,0.2670122356711445
603,True,0.7,0.74,0.7926458180223585,0.4638298364415496
604,True,0.88,0.84,0.9946188082838794,0.989176234738986
605,True,0.68,0.64,0.7481273450951766,0.653206173174608
606,True,0.85,0.88,0.5110957422203902,0.3539147854792206
607,True,0.96,0.9,0.9814645462619667,0.9674798220003725
608,True,0.85,0.84,0.39254378211760366,0.19987646186402386
609,True,0.67,0.66,0.5475813576714974,0.2817567884537754
610,True,0.87,0.89,0.9530100984277597,0.8167581677485932
611,True,0.66,0.65,0.6612524280007299,0.5862619114322041
612,True,0.91,0.89,0.739552576648563,0.5235309784768932
613,True,0.8,0.88,0.8078897873978915,0.7311557550727339
614,True,0.99,0.93,0.9582925491511923,0.906262769960328
615,True,0.92,0.87,0.9828442632896313,0.9693898495065976
616,False,0.36,0.3,0.9139293137725757,0.817165523370118
617,True,0.86,0.86,0.646513007355112,0.4333623656873241
618,True,0.95,0.94,0.9299199626702037,0.8850778089084188
619,True,0.84,0.95,0.8591825772402403,0.7522418521175253
620,True,0.83,0.95,0.865271379206215,0.7671605165114327
621,False,0.37,0.31,0.9829609356465918,0.8223699107582274
622,False,0.32,0.28,0.8370811885274733,0.598648533302494
623,True,0.92,0.91,0.9439913619192722,0.8719612877774219
624,True,0.85,0.93,0.5016533600444094,0.39787419073330954
625,True,0.87,0.88,0.9637044033170065,0.9275573165664035
626,True,1.0,0.94,0.9296746697844143,0.867850449990995
627,False,0.3,0.27,0.3244242061352596,0.2433946350935887
628,True,0.92,0.85,0.6588962706554472,0.5168852346999903
629,True,0.92,0.91,0.8799010280481933,0.7123657057054689
630,True,0.93,0.94,0.9935562280329091,0.9821245924028449
631,True,0.83,0.76,0.9958961206140947,0.9931974689069323
632,True,0.94,0.95,0.8929613491734284,0.8388524224165931
633,True,0.91,0.89,0.9784667450243415,0.9691905718213736
634,True,0.94,0.9,0.9145319330756232,0.8001259241134691
635,True,0.75,0.82,0.9706302988021979,0.894563746524141
636,True,0.82,0.82,0.800940301622193,0.5775661794164261
637,True,0.93,0.91,0.6118072873481312,0.3041859086520785
638,True,0.94,0.93,0.9960219643680368,0.990246982337941
639,True,0.89,0.88,0.6705248394273164,0.4843015564996918
640,True,0.72,0.85,0.9886188727700785,0.9900976883872081
641,True,0.97,0.94,0.9775639529986041,0.9729006826394588
642,True,0.92,0.92,0.9289214581619384,0.9007200093451311
643,True,0.8,0.81,0.8421318640921678,0.829276604274713
644,True,0.86,0.87,0.8888305004960749,0.8577530892817326
645,True,0.73,0.85,0.7712355712378077,0.6469222473249737
646,True,0.93,0.92,0.8484225717067357,0.6171832285241311
647,True,0.95,0.9,0.905843340231901,0.8040676607088234
648,True,0.76,0.82,0.6210020401570001,0.4062670230931607
649,True,0.78,0.83,0.9975504519794086,0.9963108346776575
650,True,0.94,0.97,0.9041727739974438,0.8020019773097312
651,True,0.86,0.95,0.869727995591445,0.6278192068642842
652,True,0.9,0.95,0.6874454189449732,0.44508048196938016
653,True,0.8,0.75,0.8670488933908357,0.7538703605199432
654,True,0.96,0.91,0.8021076517680652,0.5743262801014314
655,True,0.97,0.92,0.9247152702572616,0.8352832919581175
656,True,0.86,0.9,0.6492343088185366,0.16707661090941087
657,True,0.85,0.8,0.9665778363040316,0.9478336083685466
658,True,0.97,0.94,0.9949610119041001,0.9919788602655767
659,True,0.93,0.93,0.6197585338110093,0.3891273952052911
660,True,0.9,0.89,0.6034692300231106,0.5423044680522262
661,True,0.74,0.79,0.9855108833349943,0.9812774692907598
662,True,0.81,0.75,0.9847008338127826,0.9705107836548283
663,True,0.69,0.8,0.9115980075291006,0.8308244940260453
664,True,0.96,0.95,0.9888908272544563,0.9757403358013572
665,True,0.85,0.84,0.9892118483586428,0.9744961449054167
666,True,0.8,0.87,0.8344436150255176,0.7157194421003906
667,True,0.77,0.78,0.9571981547987553,0.9604452073355315
668,True,0.77,0.84,0.8131929038191104,0.7175282430340821
669,True,0.95,0.93,0.9765915238053071,0.9334028132422998
670,True,0.8,0.78,0.8956446065400167,0.7495706089134457
671,True,0.91,0.92,0.9916041845843163,0.9834418916696882
672,True,0.88,0.88,0.7185696070169794,0.41277334400618454
673,True,0.77,0.87,0.9068173614972018,0.8557071503386601
674,True,0.97,0.97,0.964621372321938,0.9414001929437505
675,True,0.87,0.93,0.7382616461472171,0.5228257848048563
676,True,0.93,0.92,0.7820346417759507,0.6345539117642712
677,True,0.96,0.95,0.9394544831289628,0.8442431173018562
678,True,0.9,0.94,0.952613649139354,0.8816950430760344
679,True,0.86,0.86,0.8802981667277373,0.8044569871135926
680,True,0.95,0.94,0.9536267074035992,0.8950614186037573
681,True,0.89,0.96,0.792664930746713,0.42041960786786564
682,True,0.76,0.81,0.24501220081168038,0.1228544314446569
683,True,0.75,0.86,0.9276832453712919,0.8920876382057531
684,True,0.71,0.68,0.5015627296407232,0.26428259212908284
685,False,0.7,0.74,0.5908770249505585,0.32521479011289833
686,True,0.7,0.73,0.9506009031193466,0.9065397942653028
687,True,0.73,0.75,0.661759513515605,0.36916266947882714
688,True,0.95,0.91,0.9558951473464983,0.8911098975985481
689,True,0.95,0.95,0.9867143133770825,0.9651293345536689
690,True,0.95,0.91,0.9430639568035791,0.909308002530817
691,True,0.94,0.88,0.9858047436956718,0.972392248658036
692,True,0.63,0.67,0.5486410439707369,0.34125205113973783
693,True,0.83,0.87,0.7491250076862384,0.5925759846277319
694,True,0.86,0.81,0.8237235575722877,0.6168390951996787
695,True,0.79,0.77,0.9841330364416753,0.9655081084811268
696,False,0.61,0.64,0.8281723595204864,0.7323317053674598
697,True,0.96,0.95,0.9706031571263891,0.9392061323442702
698,True,0.89,0.95,0.8890496613733961,0.7608554068242408
699,True,0.78,0.83,0.568566920109606,0.1590571529587033
700,True,0.83,0.87,0.24653485040111622,0.05414751377017546
701,True,0.73,0.79,0.6498923064602427,0.46775094118659827
702,True,0.83,0.83,0.9417726907396193,0.870750779700515
703,True,0.89,0.93,0.9603300689901697,0.8630272158594016
704,True,0.95,0.98,0.9386025620948274,0.890739372577596
705,True,0.98,0.97,0.9641515562214449,0.9318655085855639
706,True,0.85,0.87,0.913456407160519,0.8301779733458247
707,True,0.87,0.81,0.894277248375309,0.7943733643959249
708,True,0.94,0.88,0.8224954972817126,0.7175129732466229
709,True,0.94,0.94,0.9433623443401903,0.8825073249751761
710,True,0.9,0.87,0.9258210888506099,0.8647472573211595
711,True,0.94,0.93,0.9126633352254064,0.7476707738672275
712,True,0.86,0.9,0.9004628814314061,0.7400008062535393
713,True,0.62,0.76,0.8554729633762096,0.7049366750551611
714,True,0.9,0.89,0.9093165077837677,0.817681646175244
715,False,0.36,0.31,0.6806202249203865,0.4501830109796453
716,True,0.96,0.95,0.9262392031467976,0.8420174435482083
717,True,0.92,0.92,0.7905474544431327,0.5508929863697051
718,True,0.92,0.91,0.9427540763588518,0.8956928514166731
719,True,0.74,0.81,0.9867069849778314,0.9738828378921474
720,False,0.57,0.55,0.5564732584478236,0.3636669427672908
721,False,0.26,0.29,0.006706757434969437,0.007738295677782089
722,True,0.97,0.97,0.9780464699310955,0.9644392319360293
723,True,0.81,0.88,0.9750354892786574,0.9554714928994549
724,True,0.68,0.71,0.9312722242555584,0.8561834251576734
725,True,0.88,0.89,0.5793670230360193,0.3560030077269502
726,True,0.95,0.98,0.9531892950878835,0.9205784105934506
727,True,0.76,0.8,0.8331917701236631,0.6910655032217646
728,True,0.85,0.74,0.9474346458282399,0.8999780631572755
729,True,0.78,0.82,0.8576183416754737,0.6992277405239649
730,True,0.92,0.9,0.9266603879325067,0.7925375236451844
731,True,0.92,0.94,0.9627224745714971,0.9366975892588639
732,False,0.19,0.23,0.8001968340720891,0.5817177944714257
733,True,0.73,0.77,0.8409423867939058,0.7977321531972076
734,True,0.71,0.73,0.6778609786755742,0.5390356443362789
735,False,0.44,0.51,0.08662096457688485,0.038655548198485566
736,True,0.57,0.71,0.2100658372416954,0.06332533597560973
737,True,0.77,0.81,0.9899435877692154,0.9847916055119929
738,True,0.82,0.82,0.9798902940239854,0.9494257624975355
739,True,0.72,0.86,0.5907332682898723,0.5035957259732725
740,True,0.89,0.94,0.9941242798284682,0.9908417812339964
741,True,0.84,0.93,0.9282788671449853,0.8350748498640009
742,True,0.83,0.86,0.9444475376808261,0.903004663212462
743,True,0.93,0.92,0.8591858194851972,0.7649834265263847
744,True,0.9,0.92,0.9304417112930097,0.8727746025370303
745,True,0.88,0.93,0.9219463708774418,0.8859220836582797
746,True,0.99,0.98,0.873001099627736,0.7458534215866394
747,True,0.7,0.78,0.9818645267941575,0.9612140821574926
748,True,0.91,0.94,0.9754682345054544,0.9567526875281213
749,False,0.81,0.71,0.9168983281385671,0.7666981669026867
750,True,0.72,0.75,0.7452578410026405,0.6004989044793461
751,True,0.7,0.71,0.7639774533707508,0.5752455250881372
752,True,0.66,0.55,0.7483410126135442,0.558443651290374
753,True,0.81,0.86,0.9999424153104209,0.9999120834023068
754,True,0.84,0.84,0.9273018719196314,0.8881417543536076
755,True,0.91,0.96,0.9550002633663732,0.925196822122454
756,True,0.7,0.77,0.9702841124430659,0.9176818143855818
757,True,0.94,0.95,0.9397130103070014,0.928593469870554
758,True,0.92,0.85,0.818906779051388,0.644684174700877
759,True,0.73,0.8,0.9611785021955613,0.9506503385952197
760,True,0.88,0.85,0.8833416351812089,0.7474835384541566
761,True,0.95,0.91,0.9293321093358026,0.829343784572178
762,True,0.93,0.96,0.8806308017854735,0.7396733589640584
763,True,0.92,0.95,0.9559552325274965,0.9256086439102195
764,True,0.81,0.92,0.946242021131829,0.9183323635334874
765,True,0.99,0.98,0.9479395512470119,0.8788886005409746
766,True,0.81,0.76,0.8331859141325328,0.6057581195979402
767,True,0.72,0.74,0.6966382300170308,0.564352932985736
768,True,0.89,0.97,0.9608270550436124,0.9289859160131394
769,True,0.8,0.86,0.9993460896629422,0.9987804257693855
770,True,0.92,0.91,0.9966213794551194,0.9937189591513019
771,True,0.77,0.77,0.7857589686567183,0.6070291652466646
772,True,0.75,0.88,0.9881869686836944,0.9850815691509307
773,True,0.94,0.98,0.9908301295451685,0.9872437090681621
774,True,0.94,0.98,0.9908301295451685,0.9872437090681621
775,True,0.82,0.78,0.8907900821826596,0.8198198909541606
776,True,0.68,0.79,0.9592559645164648,0.892492690031499
777,True,0.81,0.75,0.8182225312953426,0.756335124916045
778,True,0.95,0.95,0.9739434628893007,0.9576841765592647
779,True,0.91,0.97,0.7341987687811004,0.47223870711788474
780,True,0.78,0.77,0.8600858559558618,0.7501886301309209
781,True,0.78,0.82,0.9580381797519669,0.8876404829619099
782,True,0.81,0.72,0.9362153378133071,0.8951499161069979
783,True,0.98,1.0,0.9225210212061653,0.8717898206434452
784,True,0.98,1.0,0.9225210212061653,0.8717898206434452
785,True,0.77,0.78,0.9174309861723953,0.7959418001963452
786,True,0.88,0.95,0.9433614380117475,0.89786295283608
787,False,0.67,0.7,0.6843125686519086,0.5587290988352515
788,True,0.95,0.94,0.9865717511075083,0.9719128942279582
789,True,0.92,0.94,0.260092179899461,0.0902636454359054
790,True,0.68,0.69,0.6009441767711314,0.4936593066574981
791,True,0.93,0.96,0.8890399692560694,0.7546612377708402
792,True,0.97,0.96,0.952036575535295,0.9274753513779761
793,True,0.92,0.93,0.8664541025199676,0.7584008984491027
794,True,0.78,0.8,0.9663465747269031,0.9493126929521417
795,True,0.87,0.88,0.9134625756206668,0.8320861141384936
796,True,0.93,0.91,0.9552004520730925,0.8688102906608538
797,False,0.71,0.79,0.7464685320131076,0.5666035777054352
798,True,0.9,0.94,0.9501062013211229,0.9109956074799295
799,True,0.92,0.96,0.8613557927903197,0.7915118057888051
800,False,0.2,0.23,0.6878042965602592,0.3986594231297534
801,True,0.77,0.73,0.7862858319266282,0.6451154297681051
802,False,0.76,0.86,0.989977367117683,0.9761768219765643
803,True,0.97,0.95,0.836272941876215,0.7927449273049431
804,True,0.93,0.97,0.8318822598401195,0.6953084072930964
805,True,0.8,0.79,0.9460821501624398,0.8963001268741273
806,True,0.78,0.82,0.9690793300446002,0.9291090091429346
807,True,0.96,0.95,0.9385705518749473,0.8820299078551785
808,True,0.79,0.83,0.9761848179974312,0.9240588992174056
809,True,0.74,0.74,0.8183962889261394,0.6449717892033026
810,True,0.79,0.81,0.9788591138681334,0.9569231875422496
811,True,0.82,0.79,0.8957693814964598,0.8055083488988191
812,True,0.75,0.76,0.5539877945103101,0.27987736839233407
813,False,0.57,0.65,0.4135964113391907,0.2874911630317735
814,True,0.93,0.97,0.9632583932125768,0.9602305629572537
815,True,0.94,0.94,0.6612584648549679,0.449620021319441
816,True,0.83,0.73,0.8665741868716127,0.7525026880734867
817,True,0.97,0.88,0.9741289885895101,0.9394883958900402
818,True,0.94,0.97,0.9999981403632802,0.9999993879192381
819,True,0.89,0.82,0.8349295811361089,0.6738871534943045
820,True,0.72,0.61,0.5835227569121219,0.3742642114121849
821,True,0.86,0.93,0.9211292760068481,0.814351886003993
822,True,0.73,0.86,0.680806867914252,0.5355588398719675
823,True,0.9,0.95,0.8974843949673272,0.8441596878657546
824,True,0.98,0.98,0.8954466417025557,0.8349537097306683
825,True,0.94,0.92,0.9790557443736787,0.9712428570524768
826,True,0.96,0.94,0.9126318322023215,0.8438589584133761
827,True,0.93,0.88,0.6693446510259033,0.4666125449636692
828,True,0.8,0.8,0.8572543328156532,0.7700445288717727
829,True,0.82,0.85,0.6001133183752545,0.34354401407463087
830,True,0.68,0.7,0.7730434420549794,0.6115312402024315
831,True,0.77,0.85,0.912658498910129,0.8034556633761675
832,True,0.57,0.57,0.6400086127241066,0.43313982861434763
833,True,0.91,0.9,0.9054814539536272,0.7858543861809901
834,True,0.96,0.98,0.9816159774838529,0.9725564563750455
835,True,0.96,0.91,0.7505205449590636,0.5293492285110448
836,True,0.94,0.88,0.9219424619266301,0.8615777040592675
837,True,0.92,0.92,0.8222141601585315,0.710128973996569
838,True,0.94,0.94,0.98370416123424,0.9584589789759365
839,True,0.9,0.94,0.9156768680157763,0.7849376378477185
840,True,0.93,0.95,0.7487922296309494,0.5574000343831577
841,True,0.72,0.77,0.7207558520384243,0.47063669502337724
842,True,0.9,0.91,0.40770023333914485,0.2205685143954906
843,True,0.9,0.88,0.9168130396313152,0.8528058007165942
844,True,0.66,0.74,0.8268395737390634,0.6254620496741345
845,True,0.84,0.86,0.8951074186260419,0.7864906401751047
846,True,0.92,0.9,0.8562419142995377,0.7871962155947146
847,True,0.96,0.94,0.7393862315575339,0.60652222340922
848,True,0.85,0.97,0.601852189437421,0.3959997788562696
849,True,0.99,0.99,0.9576010188804805,0.9238580694370195
850,True,0.88,0.92,0.8502321896691297,0.7706721880730176
851,True,0.59,0.76,0.8630457222843256,0.6459981303073473
852,True,0.84,0.86,0.797413578090661,0.6807198429621637
853,True,0.93,0.95,0.7266500186716999,0.5256413984751369
854,True,0.81,0.88,0.8498116956708284,0.763159416150629
855,True,0.81,0.79,0.9183981650499966,0.8673858531692593
856,True,0.81,0.86,0.8197794947045886,0.7118636483330458
857,True,0.84,0.87,0.827639096010109,0.7894271700981188
858,True,0.89,0.95,0.945125065625444,0.9019526938717148
859,True,0.92,0.93,0.8950309211327103,0.821963737334691
860,True,0.85,0.76,0.9072239199862772,0.8449366912886654
861,False,0.59,0.67,0.514763218376317,0.30475036856137194
862,True,0.87,0.84,0.9139232187666946,0.8437074288010408
863,True,0.94,0.96,0.9649533557027319,0.923797811050175
864,True,0.86,0.9,0.35018578155408736,0.1925716953671119
865,False,0.27,0.26,0.8443392533829935,0.664033262746032
866,True,0.93,0.85,0.9368160425662617,0.8251992885928174
867,True,0.86,0.88,0.8181847474884114,0.7687774917755842
868,True,0.66,0.69,0.7417522126727543,0.643674284704273
869,True,0.85,0.91,0.5830024880165035,0.4202649743707577
870,True,0.98,0.98,0.947406303992791,0.9280693524461061
871,True,0.97,0.92,0.910239629042114,0.8224006779251845
872,True,0.78,0.88,0.9459805026703352,0.9289142377117029
873,True,0.9,0.96,0.8791942859581737,0.7898201468722077
874,True,0.85,0.88,0.8481556812602142,0.7107579709929827
875,True,0.56,0.58,0.43231936680286775,0.22709898946488488
876,True,0.84,0.85,0.5278087694879667,0.32167263034016924
877,True,0.86,0.85,0.9772029127506855,0.9547939943469123
878,True,0.9,0.88,0.8823501461486699,0.7764072819236967
879,True,0.86,0.85,0.9145289607347561,0.8303696246966176
880,True,0.95,0.91,0.998215098821193,0.99717933232762
881,True,0.87,0.92,0.6858691998282364,0.4215178614165235
882,True,0.91,0.92,0.9494599968760442,0.9019966089502334
883,True,0.72,0.71,0.8575526283927021,0.7296527094779897
884,True,0.87,0.66,0.7813092722003989,0.5869822580929793
885,False,0.69,0.8,0.9564950239264819,0.9282010382443935
886,True,0.9,0.93,0.8418726962378508,0.7097602053107813
887,True,0.94,0.93,0.8713172274002189,0.7748932359653614
888,True,0.94,0.93,0.9276823275028381,0.891712171813385
889,True,0.94,0.93,0.9276823275028381,0.891712171813385
890,True,0.96,0.96,0.8864253572821116,0.8150366860228764
891,True,0.82,0.78,0.6333854769216867,0.46388846639258796
892,True,0.94,0.94,0.9408811800639316,0.8724156590259896
893,True,0.72,0.81,0.8747688409249852,0.8401403945034257
894,True,0.8,0.85,0.9270690365653956,0.9285222289642576
895,True,0.82,0.77,0.8989813126451373,0.7669455566179306
896,True,0.74,0.7,0.6459854304638413,0.45303244955510313
897,True,0.99,1.0,0.9440550286433073,0.9003020469987961
898,True,0.94,0.92,0.7087297150910216,0.45018069556041906
899,True,0.86,0.93,0.6613631647911588,0.3924857921900288
900,True,0.94,0.91,0.9418208811929832,0.8967151125696361
901,True,0.73,0.84,0.6507309761764641,0.43669260686222366
902,True,0.79,0.78,0.9275954820490224,0.8936860538497362
903,True,0.9,0.87,0.8607051839564402,0.78289888998989
904,True,0.62,0.67,0.9344452333822174,0.8819507276693775
905,True,0.95,0.94,0.9435967744531476,0.9089660068616325
906,True,0.9,0.91,0.9765443763861551,0.9654953212931876
907,True,0.91,0.9,0.9466452089403113,0.9292845548304051
908,True,0.74,0.6,0.6739906339103221,0.5586721231652005
909,True,0.88,0.9,0.7850393935493992,0.7612669492490269
910,True,0.96,0.94,0.9517869762042668,0.8489072531520909
911,True,0.95,0.93,0.9055989411960693,0.8022490578043824
912,True,0.84,0.94,0.8965526987679339,0.8431364000189023
913,True,0.7,0.7,0.9317183758997042,0.7793085018865561
914,True,0.9,0.95,0.6666319003143745,0.5526191338371702
915,True,0.97,0.94,0.9706831808700181,0.9406388067966187
916,True,0.93,0.9,0.8459002806935574,0.7926405957881966
917,True,0.76,0.73,0.835865864579706,0.6734659306923152
918,True,0.89,0.92,0.8779205175184646,0.8160379227189132
919,True,0.72,0.78,0.839919054370887,0.7921987012780378
920,True,0.73,0.8,0.8713005917931698,0.5440336615022255
921,True,0.92,0.92,0.9455597706076343,0.8848820413879608
922,True,0.96,0.91,0.9294823436872186,0.9141186739863332
923,True,0.76,0.86,0.9886092434527772,0.9654623585098474
924,True,0.68,0.68,0.31009971128658276,0.20413314683048145
925,True,0.97,0.96,0.8963664778081175,0.8195216093780584
926,True,0.7,0.79,0.2041002753087195,0.05907834436920174
927,True,0.82,0.8,0.7891863581078911,0.6857560241152221
928,True,0.94,0.88,0.8738533869434127,0.8235940275775876
929,True,0.92,0.95,0.8470641030545193,0.6884803052104895
930,True,0.93,0.87,0.952702481185742,0.9047058767188493
931,True,0.8,0.83,0.9434590028395996,0.8921657876968968
932,True,1.0,0.96,0.9405903227695893,0.9121925340977118
933,True,0.74,0.79,0.8188503747378788,0.745765360450377
